id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
154,1.412465733487724e-16,7.540264330893787e-63,4.650679605549269e-118,4.531665692382584e-33,1.872578649043286e-197,3.401664109386135e-77,3.97969373121826e-95,9.61796103281287e-14,0.14597879508206354,2.0313287850459817e-99,2.3156606633054675e-26,0.145978795082072,8.824158232489997e-48,0.14597879508203007,2.416619997764357e-06,3.942800301717028e-164,0.14597879508191774,4.259977280947299e-11,1.3762481692620796e-79,1.1714030126855293e-48,5.324377701454047e-12,4.089422578671413e-112,3.290654672162817e-73,4.218861399577043e-99,1.7917041216858698e-113,4.007082612701294e-95,2.0541699637070573e-32,5.08800466851227e-118,1.0725348581274586e-72,3.267918019238705e-84,1.472736160687602e-82,1.7680686963332168e-68,7.125014463786576e-111,4.4816428286894525e-95,1.9493963734435383e-116,7.267814274653905e-123,2.4674853713662876e-127,3.1436938857766672e-127,5.653012806394713e-131,5.5532479982007203e-104,1.7938419013706912e-112,2.0242733477968288e-55,9.839934335287746e-146,6.768734063348512e-46,3.991976889750705e-84,6.68540443781662e-98,4.431562772491582e-115,1.1477642176825369e-79,3.490452240559902e-07,0.12412416260061371,4.233451420163867e-56,2.8726199153203528e-98,3.7408334674649963e-48,4.490687276479137e-36,1.0383107703213823e-47,2.8844398819969764e-51,1.035305832939481e-93,1.1665005236989766e-165,7.514160766052191e-42,2.3618493914386066e-109,9.153562814594642e-104,1.6544149171587254e-117,7.245150156079309e-93,7.385284321698023e-173,3.769374523210315e-108,5.2810254603223294e-76,5.326216302208727e-79,1.7696740155845733e-89,2.1926583198383166e-57,7.537409342850997e-34,1.3827434721307367e-70,4.452623688813476e-99,4.9771569522813785e-141,2.967334055994708e-30,1.4059509250507685e-108,8.567147353373001e-118,4.399418236165867e-91,8.85140614370584e-80,4.3489665442653896e-134,1.3710169120566378e-61,7.783957969851134e-60,3.269734801849788e-56,7.033742641411326e-161,1.0758693302279636e-64,1.0627968103819815e-116,1.0693082546630309e-138,4.279834726058692e-41,1.8362983295786473e-83,2.5719063866512937e-221,6.81412711520401e-78,1.5654885497550363e-85,6.794694807801707e-71,7.232104820703698e-15,0.14597868707739323,4.091985890075729e-07,0.1459787950820713,1.7190389624970774e-61,2.2199138389707704e-144,5.2757663382450013e-45
156,0.11517761055501469,6.553073292209738e-32,1.778945520417739e-117,1.3064367069658908e-27,2.528149899701066e-251,8.64576259179177e-86,1.2590090840411895e-105,0.07804233291668972,0.11517823971276307,1.8289420350160389e-128,8.626438900603184e-19,8.593545891654798e-32,8.635010471929792e-09,1.9186511229103254e-31,1.767334004018905e-32,2.7287123362264886e-173,2.7781264709691184e-42,5.106068442024508e-13,4.970718432287232e-86,8.296153226195419e-16,0.0004940174871038863,4.104550208710582e-107,5.691108887911082e-89,2.291515612757939e-96,3.6986999516898354e-125,2.6045217041191314e-104,3.6927919396160087e-19,4.65508032663684e-139,3.3661474324937753e-78,1.5019502216114687e-81,6.575448716333533e-84,4.1403871757995836e-61,2.1746990606965662e-111,4.535971394794451e-83,3.9991221199068656e-104,1.4957837540103567e-155,1.0236383702712913e-110,1.146437090413805e-118,4.5604347137041916e-116,9.911731921657407e-87,3.966891195426069e-100,0.11517823971276307,1.480324019600907e-129,1.6575930212562485e-68,2.377217988210201e-119,3.099307409139934e-69,8.562981035003322e-122,0.11517823971276307,0.11517823971276307,0.11517823969710293,2.612156278578931e-54,2.2854724301932438e-107,3.768802101089277e-57,7.5255795445012045e-25,1.1901190863371777e-35,2.161084391293994e-37,2.0122563920504262e-100,5.297976938478899e-186,2.1838441194345761e-47,6.8772595900777e-100,6.1568451148082e-114,9.713919609287381e-122,1.549079619544623e-118,4.665854086168745e-174,2.861388669453079e-125,6.736466536644054e-79,5.759354287527714e-111,1.6176723147413116e-89,6.4212010210606464e-43,1.0608437902834708e-36,1.6938741234423528e-75,1.6521007834850895e-116,2.182685307219177e-141,1.2638432020240621e-54,6.241252245881255e-124,3.415661194671137e-155,3.537627070469582e-72,1.2539475930210375e-98,9.627676777955137e-150,2.481898895706332e-56,1.7051155651258878e-84,8.770337116695455e-63,6.719468405425844e-142,1.3155998921738594e-69,2.228914554631601e-106,5.947844612806882e-69,9.636348784535348e-51,7.503016566791249e-68,2.0470620216230876e-257,3.223363406762015e-47,2.424339756567658e-79,2.099640446255722e-65,3.181901869890797e-54,3.835243198846917e-05,0.11517823971276307,4.243195058849914e-19,6.393527676724559e-73,1.0072988603124575e-161,0.11517823971276304
157,7.449454475246594e-50,7.089309067841674e-126,7.381678887416305e-79,2.1087728201765868e-29,4.025163260061662e-266,1.0,1.9891779440280484e-49,5.38001546756069e-84,2.416321942464695e-61,1.4370397874099022e-137,1.698351687853249e-45,2.285507571486684e-151,2.84911864141176e-112,1.5180865653777237e-135,2.428673406884529e-171,2.182769204821914e-135,2.8381217938589534e-92,4.053913143865433e-89,3.0264604715551865e-97,9.850189432240161e-112,3.974858430393545e-50,1.1641795749014116e-47,2.5910244430207754e-48,1.0793724551672068e-63,1.6331030793529369e-60,1.3846365203900328e-65,4.640212671983243e-59,1.7337883935535886e-75,2.340968824443314e-25,5.440819842752359e-57,2.263428494789047e-50,2.971641617839896e-25,3.954512157198395e-74,5.193852393774232e-54,2.354590019993254e-72,6.293671781655154e-107,3.516062876583504e-101,6.465445058478753e-87,7.124929263455772e-91,1.5110102533437842e-35,1.4980914906084388e-36,1.1798760117494078e-97,6.2787497331491156e-93,1.5271468451050354e-39,1.2693768906273284e-75,6.749633708485063e-79,5.8134201931060404e-83,2.023918724502593e-145,2.837307580499282e-106,1.2792140294279886e-91,6.279062793312282e-51,1.26814696731024e-43,5.106098094416382e-67,3.533653576301617e-62,6.220191999341419e-36,3.3613222525487273e-34,7.478034010571703e-36,1.4311800924197136e-142,6.987142923286465e-75,3.5267247124116847e-50,5.100074768790436e-114,1.0126086126753178e-96,4.186399373611892e-91,1.1964329522427883e-118,1.7734690596491476e-79,7.937086531756668e-70,2.017561478963408e-42,3.738392839699331e-55,1.5612867258865594e-45,2.5016373457364038e-36,4.6121907725813556e-38,8.399451953269529e-82,1.5015276769388852e-46,5.520039930813881e-46,8.898407655678084e-125,7.172520430151677e-97,2.757976461354051e-40,1.3748079602807467e-35,2.43040725617268e-23,4.5277544170314844e-68,5.311375552298176e-45,2.5925006012289282e-48,3.375542784779011e-99,1.6005601472114415e-49,2.9873990474561405e-74,1.9469655724105033e-116,9.096807512917549e-60,1.5755588513514313e-47,5.8807152786357125e-148,1.3760291184182813e-145,4.9355949110192515e-68,5.370873911855167e-140,8.766773326740649e-66,1.802234892184292e-79,1.286515444868339e-54,1.3485938820465055e-118,3.733462208107516e-62,9.702024774475913e-90,1.1926264728953994e-74
158,5.360985265332958e-26,1.2957858507607166e-37,4.938578171962974e-115,1.1937801028599098e-42,1.2227827438731486e-257,4.654558670149234e-94,4.008927062453658e-130,6.730244794396007e-30,5.195277663309697e-23,1.1634294236704145e-112,4.349048432393161e-33,0.3333318790985501,5.114154577950346e-70,0.33333187911459844,2.7633198271475845e-12,4.1974817213935386e-150,1.0848505648629141e-35,0.33333186580983926,4.816088359488796e-117,1.0740720811561445e-40,4.758417221916331e-40,1.3644933132105663e-95,1.9945019247610472e-72,1.6167057493893398e-106,1.5664287720875448e-128,1.1882221401040957e-89,3.850407045670459e-21,1.3835699492072521e-102,3.4340294046498923e-70,3.576480597381363e-81,2.1735435604599436e-68,4.802413773413469e-53,4.3881474386112336e-89,2.7556493517085975e-68,6.305386692705293e-103,1.3582295918941054e-161,4.655951269948593e-106,7.578709521294422e-118,3.059763763735081e-118,1.831185750942899e-90,4.382176234888936e-109,4.702555419490111e-43,1.4941373213796543e-138,3.3313978434747063e-72,6.718495899411134e-48,4.3435763177721513e-76,1.2382308267784517e-81,7.214515190589812e-67,4.785384400201608e-12,1.3369998395376963e-29,8.581475842536204e-54,1.2551254104414075e-90,9.89074241031129e-23,7.849865710248441e-43,8.049710529318624e-43,1.9948377196362355e-46,3.8239269874251505e-86,1.1112406363960125e-113,1.668649587115335e-37,2.2055920108647453e-116,6.100602733285474e-111,2.3482639739850053e-107,6.467029698693099e-70,1.1517390828313465e-171,3.006451801336082e-115,5.188477477341396e-65,1.193407731155373e-74,4.79075188659361e-75,2.2503314441701134e-44,4.4225241843334166e-29,1.1087318151944534e-63,4.886006790626388e-110,1.6391859601966783e-142,1.5791714422817896e-50,2.968822232160622e-109,6.57063643878037e-113,1.0026001593532759e-85,1.6877794579184626e-70,3.41208747130114e-143,6.7858705403916944e-65,4.619015236509819e-59,4.741617666664328e-49,5.17354525453198e-159,7.056626030180519e-51,1.53796744764155e-116,3.43170591119802e-125,1.5307504748461735e-34,2.9659464752505753e-80,8.746956073210714e-192,6.63987915074554e-115,4.565422645257929e-78,5.547585272913399e-106,2.0335227424516198e-37,3.918615272184565e-38,2.0169264188979566e-18,4.375968429665952e-06,7.277445112605227e-63,1.1690194801316055e-149,1.0338870167284805e-12
159,1.9901581984559505e-37,0.11111096051414114,2.4300913677327083e-127,3.187242160142658e-69,0.11111096051414114,3.9458087005467175e-45,1.0510576163098468e-83,0.11111096048448307,0.11111096051414114,6.658699309394722e-23,6.741591632152062e-14,0.11111096051414114,2.356693764635839e-95,3.3926749740670606e-75,1.1681944110868054e-42,1.0469584374282496e-195,0.11111096051414114,5.109389949025346e-62,3.1318872009188877e-44,1.130256833991137e-96,1.2870922666693693e-06,7.763573088177375e-99,4.7079341271236475e-104,1.1026804426978193e-89,1.661672984348755e-165,3.335721748386333e-105,9.514162791076408e-09,3.37031397586162e-142,3.684937121884174e-80,3.321861263020952e-104,3.108322891174188e-104,1.779195531998284e-53,4.039844240798207e-89,3.410182563014676e-94,7.902095636726848e-122,3.498455150537043e-19,2.4581007087635592e-123,4.467338606878729e-161,1.5008772167218767e-150,1.4828657271484434e-95,9.325524695267613e-100,2.7684357510150758e-80,1.2785977952634845e-143,1.3377731399088368e-67,2.559796933134288e-91,8.919246940964682e-123,1.3380789607083574e-123,2.673090702007672e-83,1.2973575658561767e-21,0.1111109605141391,7.671357366154686e-95,3.797111379568198e-83,1.1302939873764232e-97,1.841267514124533e-79,2.5132242241355583e-36,1.5156442233367616e-75,1.4300235007047604e-77,1.841192366044976e-193,9.728783051520785e-75,9.496993699253439e-133,5.078360633645431e-102,8.722799519751118e-120,2.679581166716567e-119,9.909156177264282e-189,2.7512540577356043e-79,7.24267060759319e-114,2.8751937367502728e-95,4.242859755389661e-118,3.286209023652065e-58,2.2922627721233142e-63,4.3741865315714285e-91,9.157649162985321e-134,1.1851413476843465e-138,0.11111096051414114,2.913930119218394e-76,2.4509765145750713e-112,3.822092896781114e-102,1.092185688200717e-102,4.320547426236263e-78,4.034746449766752e-69,1.6378527910744888e-76,1.8419954009145968e-72,2.757902707437484e-173,4.260011216771902e-93,1.9692203511750184e-143,4.885652233449223e-26,1.458527390036307e-82,6.448255511995894e-109,7.998382154849176e-199,1.0828030989871373e-20,5.767751493636242e-99,1.888673273615991e-86,6.102966591307012e-08,1.5103215478540891e-22,3.278701455796543e-25,0.11111095828036811,1.601933335197013e-96,1.4862897619082286e-159,5.4748739879416374e-52
161,5.525316738522577e-60,4.559956461500586e-103,8.732755723659112e-88,4.653836616780721e-27,1.8518394916339396e-274,4.6680744519857715e-53,3.580871851626632e-105,3.249199286745733e-61,5.147251971785687e-73,5.232654699491395e-162,3.079191165014775e-44,7.737895726459589e-133,1.814968147983833e-58,5.771210088571718e-106,8.73685723411176e-145,7.279070283194996e-159,1.0309430907997338e-108,5.466354787150302e-62,5.842534313999387e-95,2.2141938151687766e-93,8.798379777257244e-47,4.233573518919713e-56,1.0740903684792017e-56,9.946760179744969e-55,1.8644940271982148e-97,3.7914667510883164e-70,5.489140344222421e-24,1.5816489533426768e-88,1.3319871415248221e-48,2.3295389559229796e-60,7.18209211008834e-64,2.3281024614494215e-35,1.845867601686031e-71,5.245877085989244e-68,5.160259426652361e-75,3.3608368523797273e-165,5.925685055926649e-85,6.0076802146987164e-86,1.1191175896618482e-81,1.9319023655637117e-56,1.1166526420232638e-77,2.0509154281651137e-56,1.1918051637680592e-120,8.031264649148341e-64,1.9853742633049876e-87,7.257341855509429e-66,1.238104451652708e-67,7.917486193137312e-136,1.739967193577849e-66,8.2591830671179e-84,4.305324682394943e-30,8.409805578006376e-56,2.0327665948379188e-42,1.2390267146594021e-26,0.9999999999979357,9.459453547630041e-21,1.2059512446904439e-42,1.6221490423266322e-141,3.598101820904114e-55,4.230048903091257e-89,6.478335137627253e-91,9.812737190169402e-66,1.164029503492517e-68,1.6201884883587067e-161,5.840328034910004e-63,3.8188855113553695e-38,2.053693809385808e-70,4.2066932718591023e-69,2.0643777449786215e-12,1.4169790890132577e-19,1.805322656403245e-36,6.810505182347457e-122,1.9588163931889867e-111,1.3337266761179655e-42,3.084479265564485e-113,4.360743165746895e-74,1.8529715592690003e-28,1.2427426775345465e-58,3.1517178981882026e-123,2.580084537639318e-29,4.322403342193373e-63,1.4856032028628244e-43,2.9511055860872387e-134,6.237212912860676e-46,1.3730086664097322e-108,2.0760097681698493e-62,1.0451603478145325e-27,9.434280740555892e-42,1.92375443317102e-154,5.496748490348954e-158,3.955150596742265e-76,9.120853418810296e-119,3.4827161885991986e-45,1.848187652590733e-65,1.5298193322286025e-51,6.373152585440435e-112,4.1585253638213927e-50,1.0311460835633021e-107,2.543608596887297e-49
162,3.9166530849948644e-119,7.221840108767397e-190,2.030886894734662e-33,3.5175649765072226e-24,0.0,9.95605240098e-65,1.3094477434683307e-80,1.9994568484302346e-75,1.781009939048294e-109,2.248036689705999e-264,2.5781624725243638e-76,1.1402360242261226e-155,1.9070950804306546e-156,1.0268971031430043e-102,1.2488839568641378e-160,8.219458895520464e-111,7.867945294230081e-150,2.371565557836799e-13,3.974216367641021e-137,7.805496802599406e-155,5.695796968125057e-110,2.9287465681423908e-39,2.018405234233655e-13,3.459860951765541e-33,1.0906730222451154e-59,4.605615970393025e-05,4.146356125204595e-84,1.673541433600799e-30,0.1420474755641497,0.14204767041557023,1.515414012954424e-09,1.1684029814856067e-16,1.256821142151602e-66,5.44452432950527e-55,2.0510019983191964e-20,4.153891516267841e-149,7.059891686654718e-63,1.5674571814750736e-11,0.14204768519134672,0.142047685162769,0.14204768031824352,1.2845937027984536e-131,2.3370361883836178e-74,2.3860338230407777e-30,0.14204768519138078,9.24968140013543e-50,4.955028346901842e-100,2.127957634995753e-181,3.018710692483473e-141,1.3419213445099023e-100,2.0715356003842962e-50,1.3992624092791596e-78,2.1984724587262547e-31,4.0677762118100135e-90,5.202079148350692e-71,2.2608843800867225e-46,7.781405549342641e-107,0.14204768519138078,1.3805147687599234e-13,2.2276471569176405e-97,6.43468083373226e-69,5.781068761714591e-67,0.000836425047633005,1.453216824429425e-150,9.199413017993733e-121,3.2001519302837966e-97,7.09948463070243e-38,0.004783950073402578,4.376895762347435e-41,1.5918925104508591e-22,5.923845438540798e-37,9.340818203464035e-114,7.68194666823075e-75,5.319584906298738e-30,4.174118403573021e-223,3.392774045809792e-142,1.0296977600080771e-71,2.1717337498420378e-57,6.662843304161874e-151,5.821948276699072e-28,1.4828133465679692e-94,2.0025140969374803e-28,5.9668115249517664e-105,1.143306833468912e-75,1.142579377071668e-98,2.3523109313298928e-144,2.0517794511173198e-55,8.584969822232126e-26,1.1257605488597319e-104,1.3373433138522778e-132,9.74212539609538e-33,1.0947515131214728e-155,3.743254990743047e-72,3.250522749882726e-114,9.034651417203399e-71,9.473904638385082e-161,1.5275404389375534e-10,6.566975079886331e-113,7.086977235316503e-115
170,5.152405018232849e-107,2.2286391927380934e-151,2.761657280699641e-82,8.205037113904778e-18,0.0,1.0184781832189033e-66,6.6042622164649735e-77,4.245545157774359e-92,3.4144520510598693e-91,1.6834172240329602e-246,1.5497317731753964e-51,2.2251091851940304e-135,2.1421517062433248e-114,1.5565618943243816e-128,5.631429693830062e-168,2.263993541021767e-83,8.757817328012017e-130,2.5420531668156334e-75,1.2074125834284135e-128,4.7844577317062675e-117,4.698617448805997e-71,3.07794057412995e-34,0.14383695643534533,3.4242931756355497e-16,1.3029689196602216e-44,0.13697695962390552,1.1819214569327478e-83,1.0695518948347868e-73,0.14383702993142347,0.1438370299314235,4.641974168507583e-09,7.120970692778964e-18,2.8012184747908425e-62,8.947321551041287e-53,1.1524885811300956e-10,3.007916365702752e-175,9.370103633402241e-35,0.1438370299314235,0.14383702971244258,0.14383702969713696,9.299796544642516e-07,2.3044605948880995e-116,4.2617184585523e-80,7.802820890691923e-44,2.535426260209248e-80,5.402200341440155e-72,3.3780686500109335e-94,7.774218479724169e-147,1.1727906268325858e-119,1.287368247838734e-91,2.724177345360136e-56,2.0097563719803976e-61,4.5941521209296995e-49,1.615086689863264e-70,4.534836207090965e-45,2.1177811534473465e-14,2.6500442639853335e-84,9.961038079366098e-56,1.4340129975453103e-59,4.550249763686439e-107,4.603084247400947e-92,5.804065708442584e-72,7.354062912382889e-34,2.203606006999519e-176,2.929168873767382e-83,2.0655205577903338e-85,1.0983986235501082e-47,7.183306640209356e-18,5.934995632590075e-37,5.884717480666293e-31,3.2336012431164237e-25,5.094433228836093e-134,2.2536263861878596e-80,3.119500427899963e-43,9.205099898902996e-177,5.300000075545682e-148,1.3832375372750651e-73,3.1831636502685754e-58,1.1891188962245224e-164,9.616548740241152e-21,1.3117575644795145e-65,3.0623340779501886e-21,1.400453606651105e-151,2.0512052710207755e-74,1.0591827270805382e-96,2.0388263501619222e-130,3.970881102997012e-53,3.158614415678383e-34,8.877774339369177e-136,2.0845401062853872e-160,1.2979567628043638e-36,1.709591757198402e-141,1.3609043577159358e-61,2.6060596151035272e-64,4.900180154073087e-64,4.975090037395575e-139,1.0903274515371755e-16,1.3504487555898217e-125,4.135159089629225e-93
172,1.1169190297978605e-35,5.891284116784238e-73,2.3831728834671643e-123,3.086191647422512e-26,8.04452819287031e-205,6.10331284985625e-71,2.654339170395116e-75,0.20093802275486777,0.20093791400224106,1.1236326507334547e-152,1.370149631249256e-19,9.847335782552878e-57,7.155987346600954e-54,7.444862570308089e-55,5.7582655785805765e-81,1.3859500698024415e-169,5.313423047314463e-36,0.20093802275486689,3.286285102268228e-89,2.454757559124652e-90,8.007689224221035e-29,5.95434145059534e-105,5.706084916349074e-71,2.975628957657768e-98,8.661056813767729e-123,4.607635379658112e-92,0.20093743219538396,2.6335864032461488e-110,6.933670121464899e-67,6.353187815076603e-78,1.912155135803681e-89,8.327101147867435e-47,2.917425586693202e-88,1.2995277359999493e-85,2.2329731415419884e-109,1.5778237382919832e-129,1.7372618385447546e-116,1.4410870785726473e-122,7.561715323720856e-118,2.5279156230841456e-87,1.4764196267443955e-98,1.6218566422431807e-60,4.559973674038552e-117,1.0045724314959269e-73,1.5270986608331443e-29,2.1830526016193947e-86,2.9703474200016006e-117,1.925297713933164e-104,6.670752108528191e-34,2.7005867367845157e-09,1.4065504297480862e-63,1.3334959620641854e-78,7.083440140669283e-66,1.6224488842908098e-47,1.5775043254278918e-47,2.2908741528836465e-50,2.9807431265289464e-87,2.103309370023123e-85,1.0628464263518942e-16,3.602094546814752e-110,1.0022629373124873e-101,1.0571319875145784e-105,2.8775371466776198e-83,2.2091292440999035e-160,8.95486358568882e-93,4.116221601548162e-85,7.14503187997866e-82,2.0764691373135807e-89,1.1985975232000138e-52,9.55080807597018e-38,8.163444547948024e-83,2.7629493627200914e-107,4.9750388517371045e-135,1.3527812047945464e-16,3.2396460429642784e-138,3.7655750688760604e-107,5.424315777468033e-85,3.666873027255737e-94,1.5309610977013056e-114,8.796999487289131e-61,5.781090387200126e-66,3.259547377269252e-50,1.1592518870202309e-136,1.3925480186626473e-59,5.931043488099641e-82,1.4310855449131738e-103,1.4030347093045494e-44,7.146294306943142e-76,4.4392666649907464e-163,2.4450493278801845e-64,9.268755520259532e-60,1.662890391490746e-89,8.935061817258002e-17,1.423061327911546e-20,0.1962486055920534,2.1357552189726718e-38,2.084647306656628e-78,1.9877688065092215e-158,1.3383185256351404e-68
174,8.113713321274758e-81,2.147039918036952e-138,8.308321505845223e-79,1.3113686230609506e-19,0.0,4.6620331020310875e-60,1.1378223657601366e-91,5.8626042327563405e-86,1.4806664973269919e-81,1.637041069244911e-219,1.1764638647590335e-30,8.098078773193088e-139,7.373662701057701e-113,4.001078914387617e-93,2.3380848985559753e-149,2.520736921373537e-126,1.4000054539311945e-102,2.4798618673866387e-73,5.9640449413341125e-142,5.145125453845462e-121,1.683188691108587e-75,6.316045131256059e-15,4.0198885809169176e-21,8.589257785603933e-56,2.930559056240695e-97,2.0343685519090873e-29,2.317204381113846e-50,8.74136223566755e-46,7.082054347855908e-40,3.488864542972513e-35,4.893200503646315e-34,0.9999999999936562,1.9274276704112002e-33,1.3790511993561593e-35,1.9678890439069064e-41,3.3877095173658266e-184,1.0922910360832437e-48,1.951478582812424e-66,7.43007107464239e-68,2.0872279837691228e-29,9.638845854923808e-39,2.350220179520603e-93,1.8762803138693848e-110,2.41864459388367e-54,1.060584797644371e-53,5.472779118650687e-19,1.511686135005099e-30,4.220749286966771e-168,1.4737894067440498e-109,6.771139872003746e-81,7.967620226577555e-50,3.4253687562505435e-20,4.577959025466485e-41,7.464066073198825e-77,1.8426831574500146e-45,1.0909510511374572e-39,8.773417156918314e-62,1.1441171458052663e-95,8.201527088281355e-34,5.365032856907432e-104,8.348032882346885e-88,3.907229404538248e-89,1.2743016742198197e-58,1.286647976382585e-171,2.6423677973494697e-66,8.588303302010463e-63,1.4988172718627331e-53,2.462331869631555e-41,6.337564782088159e-12,6.36596335927237e-38,1.4602791476850104e-57,2.581727431360494e-127,7.492223756194578e-85,5.327441275968876e-45,1.2430938518013066e-118,8.766984371376939e-89,3.2076104748429082e-83,1.140610949370731e-47,4.5688840233643384e-116,1.1667477622881643e-37,2.0123125965119093e-77,2.1971929916421974e-25,4.891332852792827e-143,1.34760145532612e-43,1.0107049882736695e-73,3.5959735001611006e-122,1.2947390712020242e-56,6.078537715765084e-57,7.986819451207176e-114,7.349475028913952e-172,1.4166922739231356e-61,8.2587302137971e-132,5.058635231449027e-48,1.3477969794520667e-79,1.9458714651453464e-38,3.8840889568962657e-106,3.4750891550929585e-40,9.341542082344681e-94,8.544224502045931e-77
176,1.1967442149020845e-30,1.678055703913979e-31,2.835431526646509e-106,5.244793817426283e-07,6.966027186967346e-269,3.771921534830236e-78,1.8535033142029183e-110,4.5754779523098257e-48,3.9856468052645656e-38,2.2105272305587703e-135,4.902788482752039e-34,2.1669041527087767e-81,1.5868151836927403e-59,6.8163904800801335e-40,1.256601699532008e-81,3.3491946523439393e-154,7.720528669014853e-56,1.0166967770409817e-59,7.747814768339876e-80,1.8333009425278128e-23,5.486609839378369e-46,1.0637377083129224e-65,1.9318227616023673e-64,4.4623659806613363e-79,8.65985059632086e-94,2.250802787487281e-62,4.897084118830599e-33,2.46638025211653e-99,6.128571773529761e-64,7.019922170901241e-73,9.176730492531493e-46,9.228106149999776e-47,4.074047483736049e-77,2.3557829259829737e-89,2.0008961734453035e-89,1.973891683534871e-186,2.38562356653192e-97,6.399750145348508e-101,2.2319207391082072e-111,2.3796410052652787e-63,3.926642064481406e-89,5.474221157028906e-25,1.2648988628107903e-140,1.318510920417404e-48,9.792458437922759e-107,5.8705399003021865e-80,1.7954867773237129e-97,3.633866383720545e-52,1.293930811139793e-08,7.492013963881735e-73,5.179619463790843e-24,2.6220480896084005e-87,1.2999544415266893e-42,2.8236070908486404e-20,1.0589576081705558e-32,1.1643426061801108e-32,1.2709689959150639e-57,4.54981030776321e-160,3.1030694177266487e-65,7.431294551192826e-112,2.5908458682501495e-77,3.4005854774076087e-125,4.827267042224141e-86,2.5801722028313583e-183,7.35645489247945e-89,4.430101168811696e-46,6.278976101337794e-97,1.6471493166343862e-66,2.061631935148605e-31,9.880404985984715e-22,1.6484220751668884e-57,4.3447036676748183e-125,3.421829451148759e-128,9.154436927293045e-59,2.4691463353473717e-137,3.87282395297345e-121,1.322314958865099e-52,1.0628024537993369e-70,6.054268026755961e-135,6.947519560521977e-52,3.5545612175973918e-96,2.4513506649478183e-51,2.4052432838839735e-155,5.715029098897443e-59,5.84425716895829e-111,1.2468112619479998e-59,4.175382558280481e-18,1.205479960401466e-44,1.8372536946274827e-219,5.0571576251808464e-138,7.483837431719275e-79,4.43790981565062e-93,9.28455410136969e-69,1.25830938734505e-59,0.021536108298727333,1.5141556958379437e-57,1.5024234707417312e-46,7.347617803016693e-99,0.9784633542825828
